Serial_number:,,,,
2067050,,,,
Project ID:,,,,
,,,,
Location:,,,,
LL 1 XS 1 Site #3,,,,
LEVEL,,,,
UNIT: m,,,,
Offset: 0.000000 m,,,,
TEMPERATURE,,,,
UNIT: °C,,,,
Date,Time,ms,LEVEL,TEMPERATURE
3/11/2022,9:00:00 AM,0,0.4567,5.5
3/11/2022,9:10:00 AM,0,0.4567,5.54
3/11/2022,9:20:00 AM,0,0.4548,5.577
3/11/2022,9:30:00 AM,0,0.453,5.634
3/11/2022,9:40:00 AM,0,0.4534,5.679
3/11/2022,9:50:00 AM,0,0.4511,5.735
3/11/2022,10:00:00 AM,0,0.4488,5.794
3/11/2022,10:10:00 AM,0,0.4467,5.856
3/11/2022,10:20:00 AM,0,0.4437,5.918
3/11/2022,10:30:00 AM,0,0.4414,5.984
3/11/2022,10:40:00 AM,0,0.4374,6.058
3/11/2022,10:50:00 AM,0,0.4364,6.143
3/11/2022,11:00:00 AM,0,0.4346,6.226
3/11/2022,11:10:00 AM,0,0.4329,6.31
3/11/2022,11:20:00 AM,0,0.4316,6.386
3/11/2022,11:30:00 AM,0,0.4283,6.463
3/11/2022,11:40:00 AM,0,0.4261,6.546
3/11/2022,11:50:00 AM,0,0.4264,6.63
3/11/2022,12:00:00 PM,0,0.4247,6.711
3/11/2022,12:10:00 PM,0,0.4255,6.81
3/11/2022,12:20:00 PM,0,0.4262,6.927
3/11/2022,12:30:00 PM,0,0.4255,7.056
3/11/2022,12:40:00 PM,0,0.4246,7.175
3/11/2022,12:50:00 PM,0,0.4237,7.278
3/11/2022,1:00:00 PM,0,0.424,7.371
3/11/2022,1:10:00 PM,0,0.4229,7.456
3/11/2022,1:20:00 PM,0,0.4224,7.534
3/11/2022,1:30:00 PM,0,0.4233,7.604
3/11/2022,1:40:00 PM,0,0.4253,7.658
3/11/2022,1:50:00 PM,0,0.423,7.711
3/11/2022,2:00:00 PM,0,0.4217,7.783
3/11/2022,2:10:00 PM,0,0.4208,7.87
3/11/2022,2:20:00 PM,0,0.4208,7.952
3/11/2022,2:30:00 PM,0,0.4214,8.033
3/11/2022,2:40:00 PM,0,0.4204,8.114
3/11/2022,2:50:00 PM,0,0.4207,8.187
3/11/2022,3:00:00 PM,0,0.4233,8.244
3/11/2022,3:10:00 PM,0,0.4221,8.295
3/11/2022,3:20:00 PM,0,0.4219,8.336
3/11/2022,3:30:00 PM,0,0.4197,8.362
3/11/2022,3:40:00 PM,0,0.4214,8.384
3/11/2022,3:50:00 PM,0,0.4189,8.396
3/11/2022,4:00:00 PM,0,0.4207,8.393
3/11/2022,4:10:00 PM,0,0.4179,8.383
3/11/2022,4:20:00 PM,0,0.4182,8.367
3/11/2022,4:30:00 PM,0,0.4164,8.347
3/11/2022,4:40:00 PM,0,0.4164,8.325
3/11/2022,4:50:00 PM,0,0.4153,8.301
3/11/2022,5:00:00 PM,0,0.4152,8.276
3/11/2022,5:10:00 PM,0,0.4153,8.248
3/11/2022,5:20:00 PM,0,0.4145,8.219
3/11/2022,5:30:00 PM,0,0.4126,8.189
3/11/2022,5:40:00 PM,0,0.4139,8.157
3/11/2022,5:50:00 PM,0,0.4133,8.128
3/11/2022,6:00:00 PM,0,0.4118,8.096
3/11/2022,6:10:00 PM,0,0.4132,8.06
3/11/2022,6:20:00 PM,0,0.412,8.02
3/11/2022,6:30:00 PM,0,0.4109,7.979
